Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
1217,0.33,Ideal,E,VS2,60.5,56.0,4.51,4.48,2.72,928
25089,0.28,Ideal,I,VS1,62.0,56.0,4.2,4.24,2.62,503
14883,0.71,Ideal,H,SI2,62.6,56.0,5.75,5.69,3.58,1800
25998,1.01,Good,F,SI1,63.8,59.0,6.29,6.32,4.02,4899
23901,1.0,Ideal,E,VS2,62.8,57.0,6.37,6.34,3.99,6720
6107,0.43,Good,I,VS2,58.0,57.0,4.96,5.01,2.89,696
23545,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,888
24487,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,706
19869,0.51,Ideal,F,VVS2,62.2,57.0,5.12,5.14,3.19,2082
15718,0.33,Premium,E,SI1,62.2,59.0,4.41,4.43,2.75,579
22965,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1154
7076,0.31,Premium,D,VS1,,58.0,4.45,4.4,2.64,1011
23623,1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,6097
13079,0.31,Premium,E,VVS1,61.8,59.0,4.31,4.33,2.67,789
9038,0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829
7491,0.55,Ideal,E,SI1,61.4,55.0,5.29,5.26,3.24,1668
14498,1.01,Very Good,D,SI1,62.2,58.0,6.36,6.4,3.97,5122
26867,1.01,Ideal,F,VS2,60.9,58.0,6.43,6.47,3.93,7411
4464,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,709
16390,1.01,Good,G,VS1,63.8,57.0,6.35,6.38,4.06,6759
21875,0.35,Very Good,E,SI1,61.9,58.0,4.49,4.52,2.79,614
25468,1.23,Very Good,H,SI1,60.3,58.0,6.93,6.96,4.19,6997
20939,0.44,Ideal,I,VS1,61.8,55.0,4.89,4.92,3.03,807
22546,0.53,Premium,D,VS2,60.2,58.0,5.23,5.26,3.16,1808
22758,1.04,Premium,F,SI1,62.8,57.0,6.5,6.43,4.06,5650
25038,0.4,Ideal,F,VVS2,60.4,56.0,4.79,4.82,2.9,994
19255,0.52,Ideal,G,IF,61.7,56.0,5.15,5.19,3.19,2267
18809,1.13,Premium,H,SI1,62.1,58.0,6.7,6.66,4.15,5410
2487,0.24,Ideal,H,VVS1,61.5,55.0,3.99,4.02,2.46,504
3436,0.91,Very Good,F,SI1,62.3,60.0,6.08,6.15,3.81,4049
1502,0.42,Ideal,G,VVS1,60.0,57.0,4.86,4.84,2.91,1235
20439,0.52,Ideal,D,VS2,61.8,57.0,5.2,5.16,3.2,1919
16198,0.91,Very Good,D,SI1,63.5,56.0,6.13,6.18,3.91,4389
1728,1.37,Premium,J,VS1,60.0,62.0,7.24,7.21,4.33,5370
26815,1.01,Good,F,VS2,61.7,58.0,6.3,6.34,3.9,6288
2048,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,5363
15723,1.11,Ideal,I,VS1,61.0,57.0,6.68,6.72,4.09,6077
15024,0.74,Ideal,E,SI2,61.7,57.0,5.78,5.82,3.58,2501
6357,1.01,Premium,I,SI2,62.1,59.0,6.42,6.39,3.98,3971
3005,0.38,Ideal,D,SI1,62.2,54.0,4.69,4.65,2.9,1066
24434,0.67,Premium,G,SI1,60.5,60.0,5.69,5.65,3.43,1914
23608,1.24,Very Good,J,VS1,59.1,62.0,7.06,7.04,4.17,5427
7451,0.4,Very Good,J,VS1,62.1,57.0,4.69,4.72,2.92,606
15701,0.31,Ideal,F,VS2,60.8,57.0,4.41,4.38,2.67,749
22726,0.51,Ideal,G,VVS1,61.6,56.0,5.12,5.16,3.17,1933
8459,0.35,Ideal,D,VVS1,61.5,57.0,4.55,4.52,2.79,1247
22605,0.3,Ideal,G,IF,62.0,54.0,4.33,4.35,2.69,863
26054,0.32,Premium,H,VS2,60.7,60.0,4.39,4.41,2.67,505
24411,1.1,Very Good,F,VVS1,59.8,54.0,6.74,6.77,4.04,10701
25168,1.51,Premium,H,VS2,60.6,58.0,7.42,7.36,4.48,10411
7503,0.7,Ideal,F,SI1,61.2,55.0,5.74,5.76,3.52,3119
6209,0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
26341,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,9714
14150,0.3,Good,F,VS2,63.1,55.0,4.24,4.29,2.69,484
24111,0.73,Very Good,F,VVS1,60.6,56.0,5.79,5.83,3.52,3720
271,0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883
17714,0.37,Ideal,E,SI1,62.7,54.0,4.55,4.6,2.87,649
8549,0.33,Ideal,E,VVS2,61.0,57.0,4.46,4.49,2.73,802
6027,0.51,Good,F,SI1,63.8,56.0,5.08,5.04,3.23,1312
23025,1.26,Premium,D,VVS2,60.5,58.0,6.99,7.03,4.24,14663
8608,0.31,Ideal,E,VVS1,61.8,56.0,4.36,4.34,2.69,988
13676,0.41,Premium,G,SI1,62.7,58.0,4.7,4.74,2.96,719
2524,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,586
12956,0.54,Ideal,G,VS2,60.7,56.0,5.29,5.25,3.2,1637
15293,0.5,Very Good,H,SI1,63.1,55.0,5.09,5.02,3.19,984
4390,1.04,Premium,F,VVS2,61.6,59.0,6.53,6.49,4.01,9505
14600,0.7,Very Good,E,VS1,62.2,55.0,5.65,5.67,3.52,3154
4431,0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71,758
26828,0.49,Premium,G,SI1,,58.0,5.03,4.98,3.13,1026
7931,0.31,Ideal,D,VVS2,62.0,56.0,4.37,4.34,2.7,982
13025,0.55,Ideal,G,IF,60.9,57.0,5.28,5.3,3.22,2789
10276,2.0,Premium,D,SI2,59.3,62.0,8.12,8.06,4.8,12576
12566,1.09,Ideal,D,SI1,62.7,56.0,6.55,6.59,4.12,6133
222,1.7,Ideal,J,SI2,60.5,57.0,7.74,7.84,4.71,8505
750,0.43,Ideal,H,VS2,62.5,56.0,4.81,4.85,3.02,1218
11568,0.42,Premium,D,SI2,60.1,58.0,4.83,4.88,2.92,700
7712,0.73,Premium,D,VS1,60.0,58.0,5.86,5.9,3.53,3620
19162,0.31,Premium,G,VS1,61.8,59.0,4.35,4.32,2.68,802
8451,0.3,Very Good,H,VS1,60.4,61.0,4.3,4.34,2.61,526
10581,0.9,Fair,E,SI2,57.5,68.0,6.37,6.33,3.65,3187
15673,0.53,Very Good,G,VVS1,61.7,57.0,5.19,5.22,3.21,1948
1199,0.9,Ideal,F,SI1,,56.0,6.13,6.16,3.84,4054
25737,0.83,Fair,G,SI2,64.4,57.0,5.93,5.86,3.8,2386
14321,2.29,Ideal,J,SI2,62.3,57.0,8.39,8.43,5.24,13200
18031,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65,645
1692,0.71,Ideal,I,SI1,62.5,57.0,5.69,5.74,3.57,2218
4826,0.7,Ideal,G,SI2,62.6,56.0,5.69,5.66,3.55,2268
17008,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1637
11179,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,2695
23077,0.71,Ideal,E,SI2,59.3,56.0,5.89,5.84,3.48,2388
21722,1.02,Premium,D,VS1,61.3,58.0,6.52,6.47,3.98,8181
17964,0.32,Ideal,E,VVS1,61.2,55.0,4.41,4.42,2.7,892
16706,0.55,Ideal,F,VS2,61.7,57.0,5.24,5.29,3.25,1692
10569,0.63,Good,F,VS1,61.6,60.7,5.46,5.52,3.38,2188
22713,1.46,Ideal,E,SI2,62.3,55.0,7.29,7.25,4.53,8421
12140,0.38,Ideal,I,VVS2,62.0,55.0,4.65,4.67,2.89,836
18935,1.5,Premium,H,SI1,61.8,60.0,7.31,7.23,4.49,10567
8883,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
7051,0.72,Very Good,F,VS1,63.3,57.0,5.68,5.75,3.62,3219
4110,1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09,5698
23015,0.41,Ideal,E,VVS2,61.7,56.0,4.77,4.8,2.95,1432
1804,0.9,Very Good,I,SI1,60.6,56.0,6.23,6.28,3.79,3730
6728,0.71,Premium,H,VS1,62.8,58.0,5.7,5.67,3.57,2398
3564,0.3,Premium,F,VVS2,61.0,59.0,4.33,4.3,2.63,945
259,0.41,Ideal,I,IF,,57.0,4.78,4.81,2.93,953
304,0.35,Very Good,H,SI2,63.2,61.0,4.49,4.47,2.83,551
2411,0.4,Ideal,G,VS2,62.9,56.0,4.72,4.69,2.96,1035
3589,0.5,Fair,G,VS1,65.7,63.0,4.97,4.87,3.23,1257
9119,0.29,Very Good,G,VVS2,61.6,56.0,4.24,4.28,2.63,541
24963,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,815
18688,0.4,Ideal,G,SI2,62.4,56.0,4.71,4.75,2.95,573
721,0.76,Premium,G,SI2,62.6,55.0,5.87,5.82,3.66,1970
775,0.41,Ideal,I,VVS1,61.7,57.0,4.73,4.76,2.93,875
19871,1.25,Premium,J,VS1,60.9,59.0,6.9,6.92,4.21,5156
4989,0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48,4095
8161,0.51,Ideal,I,SI2,60.8,56.0,5.14,5.26,3.16,1051
6625,0.5,Very Good,E,SI2,62.8,55.0,5.05,5.08,3.18,1077
15731,0.56,Ideal,F,SI1,61.1,55.9,5.33,5.35,3.26,1685
2041,0.73,Very Good,E,VVS2,63.4,58.0,5.68,5.7,3.61,3511
6966,0.3,Ideal,G,IF,60.7,57.0,4.34,4.39,2.65,863
25128,0.42,Ideal,D,VVS2,62.5,57.0,4.77,4.8,2.99,1326
25783,1.06,Ideal,F,VS2,60.5,57.0,6.6,6.58,3.99,6399
21195,0.5,Premium,E,I1,,60.0,5.18,5.03,3.14,840
10737,2.49,Ideal,J,SI1,,54.0,8.56,8.49,5.45,16915
19530,1.5,Good,J,SI2,63.6,57.0,7.3,7.23,4.62,6750
5584,0.56,Premium,E,VVS2,61.5,58.0,5.3,5.33,3.27,2279
13863,1.03,Very Good,G,SI2,61.4,54.0,6.52,6.57,4.02,4466
4949,0.51,Ideal,E,VS2,62.5,55.0,5.13,5.08,3.19,1781
382,1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,13029
15297,0.77,Very Good,J,SI2,61.2,56.0,5.91,5.96,3.63,2001
15324,0.3,Fair,G,VVS1,58.6,66.0,4.36,4.41,2.57,790
14364,1.44,Very Good,E,I1,61.1,62.0,7.15,7.23,4.39,5068
25659,1.11,Ideal,I,VS2,62.2,56.0,6.69,6.62,4.14,5073
22938,1.39,Ideal,H,VVS2,61.2,54.0,7.23,7.25,4.43,9298
1178,1.28,Very Good,H,SI2,60.2,58.0,7.03,7.13,4.26,5984
3558,0.53,Very Good,G,VS1,,57.0,5.22,5.26,3.2,1648
13288,1.51,Ideal,E,VS2,59.8,59.0,7.55,7.47,4.49,13986
8966,2.1,Very Good,H,SI1,62.9,57.0,8.12,8.19,5.13,18480
3138,0.4,Premium,F,VS1,62.4,59.0,4.69,4.67,2.92,1050
10806,0.56,Premium,E,VS2,61.1,59.0,5.27,5.34,3.24,1552
19494,1.06,Premium,H,VS1,60.0,58.0,6.65,6.61,3.98,5236
13426,1.08,Ideal,G,VS1,61.0,56.0,6.62,6.65,4.05,7553
19395,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,18041
15051,0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,544
19809,0.71,Very Good,G,SI2,61.3,58.0,5.73,5.75,3.52,2081
1831,0.41,Very Good,E,VS2,59.7,58.0,4.79,4.82,2.87,866
19964,0.32,Ideal,G,VS1,61.7,55.0,4.43,4.39,2.72,828
42,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61,9290
7068,0.91,Ideal,D,SI1,62.1,55.0,6.2,6.24,3.86,5535
17369,1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,3838
26043,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2041
23423,0.36,Very Good,E,VS2,59.8,62.0,4.56,4.61,2.74,789
16043,2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
7239,0.5,Very Good,H,SI1,60.0,55.0,5.2,5.23,3.13,1148
17430,0.25,Very Good,F,VVS2,62.0,59.0,3.99,4.04,2.49,576
11751,1.56,Ideal,H,SI2,62.4,55.0,7.39,7.48,4.64,9081
12108,0.3,Premium,F,SI1,61.7,59.0,4.33,4.29,2.66,641
13506,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2557
26816,0.9,Very Good,J,VS1,60.4,58.0,6.22,6.27,3.77,3358
8391,0.3,Ideal,D,VVS1,62.1,56.0,4.31,4.32,2.68,853
20795,0.33,Premium,I,IF,62.1,58.0,4.43,4.39,2.74,891
7890,0.53,Ideal,G,IF,61.4,56.0,5.2,5.24,3.21,2247
19399,0.54,Ideal,E,VS1,62.0,56.0,5.17,5.25,3.23,1939
4921,0.41,Premium,G,VS2,,59.0,4.85,4.8,2.93,990
18637,0.7,Very Good,E,VS2,62.4,58.0,5.66,5.68,3.54,2952
26640,2.2,Premium,J,VS1,61.7,59.0,8.3,8.34,5.13,15064
1810,0.38,Ideal,G,VS1,62.5,56.0,4.64,4.58,2.88,998
10177,1.07,Ideal,G,SI1,61.9,55.0,6.57,6.62,4.08,5347
2617,0.35,Very Good,G,VVS1,59.3,61.0,4.58,4.62,2.73,921
16689,0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,3299
13441,0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91,538
11306,0.9,Good,H,SI1,58.9,61.0,6.27,6.36,3.72,3734
14499,1.2,Very Good,G,VS1,62.5,57.0,6.84,6.75,4.25,8150
26150,1.01,Good,F,VS2,63.9,58.0,6.39,6.32,4.06,6446
21628,1.24,Very Good,H,SI2,63.2,55.0,6.88,6.83,4.33,5486
14480,0.6,Premium,F,SI2,58.9,59.0,5.55,5.52,3.26,1378
18500,0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,4665
22994,0.3,Good,G,VS1,63.8,55.0,4.28,4.25,2.72,776
8324,1.17,Ideal,G,VS1,61.8,57.0,6.76,6.8,4.19,8639
9248,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,923
11792,0.52,Ideal,G,VVS2,60.9,56.0,5.22,5.26,3.19,1858
9220,0.31,Premium,H,VS2,62.7,59.0,4.32,4.29,2.7,628
5986,1.69,Premium,I,I1,62.4,60.0,7.59,7.56,4.73,6436
23924,1.04,Premium,G,SI2,60.3,62.0,6.56,6.5,3.94,4158
21927,1.51,Very Good,I,SI1,61.4,60.0,7.37,7.33,4.51,8073
14993,0.7,Good,E,VS1,65.5,57.0,5.46,5.54,3.6,2657
1315,0.9,Premium,I,VS2,63.0,59.0,6.1,6.06,3.83,3292
3147,1.09,Very Good,I,SI1,61.4,58.0,6.61,6.69,4.08,4640
5351,0.93,Premium,G,VS2,62.2,59.0,6.26,6.21,3.88,4750
4413,0.44,Ideal,E,SI1,61.1,56.0,4.9,4.92,3.0,810
21276,0.42,Ideal,D,SI1,61.7,56.0,4.79,4.83,2.97,810
26305,1.17,Ideal,I,VS1,62.2,53.0,6.78,6.81,4.23,6013
23832,1.08,Ideal,H,SI2,61.2,57.4,6.57,6.63,4.04,4564
6718,1.11,Very Good,H,SI1,63.2,58.0,6.53,6.61,4.15,5192
11108,0.47,Very Good,E,VS2,62.6,57.0,4.92,4.95,3.09,1320
4731,0.39,Good,F,VS1,62.8,61.0,4.63,4.67,2.92,847
12699,1.0,Good,H,VS1,62.1,64.0,6.4,6.18,3.91,4732
4187,0.84,Very Good,G,SI2,62.8,57.0,6.0,6.04,3.78,3015
13069,0.44,Premium,E,SI1,62.2,60.0,4.86,4.79,3.0,1040
10760,0.7,Premium,E,VS1,61.8,58.0,5.71,5.75,3.54,3016
20792,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
22436,1.21,Very Good,H,SI2,61.1,60.0,6.86,6.91,4.21,4991
10227,0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,447
20045,0.7,Very Good,G,VS2,63.1,58.0,5.69,5.66,3.58,2302
15813,1.01,Good,F,SI2,63.0,60.0,6.28,6.35,3.98,3827
16732,0.52,Ideal,D,VS1,60.9,56.0,5.21,5.17,3.16,1835
5855,1.01,Good,F,SI1,63.5,57.0,6.29,6.33,4.01,4549
25559,0.41,Ideal,F,VVS2,,56.0,4.82,4.78,2.93,1192
26572,0.83,Ideal,H,VS2,61.3,54.0,6.1,6.06,3.73,2975
14585,2.0,Good,G,SI1,59.1,61.0,8.14,8.18,4.82,17930
9134,1.0,Fair,F,SI1,66.4,57.0,6.21,6.14,4.1,4256
22816,0.71,Premium,F,SI1,60.3,60.0,5.76,5.79,3.48,2262
25053,0.93,Good,D,SI1,63.8,59.0,6.21,6.15,3.94,3812
25829,1.98,Fair,H,VS1,58.3,69.0,8.28,8.17,4.8,12923
16429,0.73,Premium,F,I1,59.3,61.0,5.88,5.75,3.46,1207
5761,1.24,Ideal,G,VS2,62.1,56.0,6.87,6.91,4.28,8504
17934,1.93,Very Good,I,SI1,62.8,58.0,7.89,7.97,4.98,13278
8361,0.31,Ideal,G,VS1,61.3,55.0,4.39,4.42,2.7,645
24236,0.71,Very Good,I,VVS2,63.1,58.0,5.71,5.64,3.58,2450
11548,0.5,Very Good,F,SI1,61.2,61.0,5.06,5.1,3.11,1250
15608,0.41,Ideal,E,SI1,61.4,57.0,4.8,4.78,2.94,904
17499,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
22831,0.54,Very Good,D,SI1,62.0,55.0,5.21,5.24,3.24,1662
12383,2.01,Premium,H,SI1,61.8,58.0,8.13,8.06,5.0,17347
15943,0.3,Ideal,H,SI1,62.6,53.1,4.27,4.3,2.69,475
24931,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,545
11043,0.72,Very Good,E,VS2,61.4,58.0,5.78,5.82,3.56,2667
18125,0.51,Ideal,F,VVS2,60.3,56.0,5.2,5.23,3.15,2138
25255,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,17143
25888,0.33,Ideal,E,VVS1,61.7,56.0,4.42,4.46,2.74,984
13805,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47,13194
18298,0.3,Ideal,H,VVS2,62.5,54.0,4.3,4.3,2.7,567
26865,0.32,Ideal,H,VVS2,61.8,55.0,4.38,4.42,2.72,645
7274,0.32,Very Good,G,SI2,63.0,56.0,4.32,4.35,2.73,421
4656,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,7022
6633,0.61,Ideal,I,VVS1,62.5,54.0,5.43,5.49,3.41,1713
3134,0.3,Ideal,F,SI1,61.4,55.0,4.31,4.34,2.65,550
19614,1.0,Premium,D,SI1,61.3,54.0,6.39,6.37,3.91,5488
21157,1.0,Good,G,VVS2,63.1,58.0,6.33,6.37,4.01,7453
5985,0.51,Premium,G,VS1,62.5,58.0,5.09,5.11,3.19,1656
3055,0.32,Ideal,F,VS1,61.9,57.0,4.38,4.41,2.72,716
15114,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4759
16577,1.53,Ideal,F,SI1,62.5,57.0,7.38,7.31,4.59,11525
534,0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843
24258,0.55,Ideal,E,SI1,60.6,56.0,5.33,5.3,3.22,1668
1167,0.32,Ideal,E,VS1,61.7,57.0,4.42,4.39,2.72,972
6898,0.39,Ideal,I,VVS2,60.8,56.0,4.74,4.76,2.89,849
16153,0.58,Ideal,D,VS2,61.2,57.0,5.37,5.41,3.3,1876
8676,0.32,Ideal,E,SI2,61.3,56.0,4.42,4.45,2.72,427
11825,1.21,Very Good,H,SI1,63.5,58.0,6.73,6.63,4.24,4944
26627,1.14,Ideal,G,VS2,60.5,60.0,6.77,6.75,4.09,7099
12258,0.33,Ideal,D,SI2,60.9,56.0,4.48,4.45,2.72,631
16017,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,642
5882,1.03,Very Good,D,VS1,59.6,61.0,6.57,6.62,3.93,6848
8004,1.08,Ideal,H,SI2,59.3,57.0,6.71,6.74,3.99,4455
25543,0.52,Very Good,H,SI1,62.6,59.0,5.06,5.13,3.19,1161
9990,0.4,Ideal,F,VVS2,62.4,57.0,4.69,4.73,2.94,1088
2985,0.73,Premium,F,VS2,58.9,60.0,5.9,5.81,3.45,2446
20407,0.51,Ideal,D,VS1,62.4,57.0,5.09,5.13,3.19,1779
16904,0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945
590,0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034
202,0.9,Very Good,J,SI1,63.6,57.0,6.07,6.1,3.87,3225
19080,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3648
15647,0.33,Premium,I,SI1,60.4,59.0,4.5,4.54,2.73,434
19003,0.25,Very Good,E,VVS2,63.0,55.0,4.0,4.03,2.53,575
10571,1.12,Premium,H,VS1,62.1,58.0,6.64,6.6,4.11,5952
1438,0.7,Premium,G,VS2,62.2,61.0,5.59,5.54,3.46,2657
14030,1.34,Premium,D,SI2,61.5,58.0,7.07,7.04,4.34,7438
15504,1.03,Very Good,F,SI2,61.4,57.0,6.53,6.6,4.03,4503
5397,1.01,Premium,G,SI2,60.5,58.0,6.55,6.47,3.94,4327
15764,1.75,Ideal,J,SI1,63.3,59.0,7.63,7.57,4.81,8840
10520,2.66,Good,H,SI2,63.8,57.0,8.71,8.65,5.54,16239
9537,0.62,Premium,E,SI2,58.6,58.0,5.58,5.52,3.25,1291
20812,1.25,Premium,F,VS2,60.8,58.0,6.98,6.93,4.23,9702
20240,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1691
10360,0.62,Very Good,D,VS1,63.4,55.0,5.46,5.43,3.45,2310
13358,1.26,Ideal,H,SI1,61.0,56.0,7.0,7.04,4.28,6715
4275,0.31,Ideal,F,VS2,62.3,55.0,4.38,4.35,2.72,802
2183,0.92,Premium,F,SI2,58.1,58.0,6.46,6.41,3.74,3282
7742,0.76,Ideal,F,SI1,62.7,57.0,5.82,5.85,3.66,2607
10901,0.25,Ideal,D,SI1,61.5,55.0,4.09,4.14,2.52,452
22396,0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49,2274
21950,1.05,Very Good,F,VVS2,61.3,59.0,6.48,6.56,4.0,8537
1876,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47,2312
6925,0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,3556
22568,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,2287
2438,0.72,Very Good,F,VS1,62.2,57.0,5.7,5.74,3.56,3229
1458,0.72,Good,F,SI1,63.9,62.0,5.7,5.63,3.62,2229
9166,1.7,Very Good,J,SI1,59.1,61.0,7.79,7.85,4.62,7713
2871,0.54,Ideal,F,VS2,60.1,56.0,5.31,5.28,3.18,1786
3380,0.34,Ideal,H,IF,61.9,55.0,4.5,4.55,2.8,913
4202,1.14,Ideal,H,VS2,62.0,54.0,6.72,6.74,4.17,6628
4789,0.94,Very Good,F,SI2,62.4,58.0,6.17,6.23,3.87,3518
8328,1.14,Ideal,I,VS1,61.1,56.0,6.73,6.76,4.12,7038
510,1.1,Very Good,F,VS2,,59.0,6.56,6.6,4.08,6708
7330,0.42,Ideal,H,IF,61.9,56.0,4.81,4.79,2.97,1273
7299,1.5,Good,E,SI1,58.9,61.0,7.43,7.5,4.4,11179
13568,0.31,Very Good,G,VS2,63.0,54.0,4.33,4.37,2.74,544
15479,0.98,Fair,F,SI2,61.6,66.0,6.46,6.24,3.92,2958
10174,0.5,Premium,D,SI1,62.3,58.0,5.07,5.04,3.15,1654
12497,0.56,Ideal,G,SI1,63.0,55.0,5.26,5.22,3.3,1287
22819,0.42,Ideal,G,VS2,62.2,54.1,4.8,4.83,3.0,907
11560,1.01,Premium,E,VS2,60.9,58.0,6.53,6.47,3.96,7522
933,1.86,Very Good,H,SI1,62.6,58.0,7.77,7.82,4.88,14383
21946,1.52,Very Good,G,VS2,62.4,56.0,7.26,7.36,4.56,11093
24794,1.24,Ideal,I,VS2,62.4,57.0,6.82,6.9,4.28,5638
18384,0.4,Ideal,F,SI2,61.5,56.0,4.75,4.78,2.93,764
24702,0.5,Ideal,J,VS1,61.4,58.0,5.14,5.09,3.15,1134
2356,0.32,Good,D,SI1,63.7,55.0,4.38,4.35,2.78,756
19940,0.31,Ideal,E,SI1,61.5,55.0,4.39,4.42,2.71,547
10544,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1179
3462,2.0,Premium,H,SI2,60.7,60.0,8.11,8.07,4.91,15451
689,0.27,Ideal,H,VVS2,62.1,57.0,4.15,4.1,2.56,623
4533,0.88,Very Good,I,VS1,63.3,55.0,6.11,6.06,3.85,2996
22032,0.7,Ideal,E,SI2,62.0,56.0,5.71,5.74,3.55,2061
25995,0.48,Premium,F,VS2,58.7,58.0,5.22,5.17,3.05,1294
1576,1.01,Ideal,H,SI1,61.0,56.0,6.48,6.43,3.94,5062
14379,0.76,Premium,D,SI1,61.6,59.0,5.84,5.82,3.59,2942
12195,0.25,Ideal,H,VS1,61.5,56.0,4.05,4.08,2.5,445
3548,0.55,Ideal,I,SI1,61.2,55.0,5.28,5.33,3.25,1320
12205,0.43,Ideal,G,SI2,62.3,53.0,4.84,4.86,3.02,696
12008,1.52,Premium,H,VS1,61.4,58.0,7.3,7.44,4.55,11516
4830,0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34,2063
3527,0.3,Good,H,SI1,63.4,58.0,4.26,4.29,2.71,421
26663,0.73,Ideal,E,SI1,60.5,57.0,5.85,5.88,3.55,2644
5149,1.03,Very Good,F,SI2,63.1,57.0,6.42,6.38,4.04,3668
11562,1.0,Premium,H,SI2,62.8,60.0,6.46,6.34,4.02,3080
12588,0.38,Very Good,G,VS2,62.5,56.0,4.59,4.63,2.88,775
9614,1.1,Very Good,H,SI1,62.5,56.0,6.56,6.63,4.12,4414
8863,0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52,2330
20494,1.0,Ideal,H,SI2,62.0,55.0,6.39,6.43,3.98,4580
10079,0.58,Ideal,G,SI2,62.2,55.0,5.4,5.36,3.35,1343
238,0.9,Very Good,D,SI2,60.3,63.0,6.12,6.22,3.72,3534
8315,1.01,Ideal,F,VS1,63.2,56.0,6.35,6.41,4.03,7209
3263,1.58,Premium,G,VS2,,58.0,7.68,7.64,4.46,11786
9240,0.31,Very Good,G,VS1,63.0,57.0,4.28,4.32,2.71,625
26026,2.14,Premium,J,SI2,58.4,58.0,8.52,8.5,4.97,10306
1434,1.11,Premium,E,VS1,59.8,60.0,6.75,6.72,4.03,9299
10402,0.74,Ideal,J,VS1,61.2,56.0,5.82,5.87,3.58,1985
26859,0.3,Very Good,G,VS1,63.3,56.0,4.31,4.28,2.72,725
20234,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,14483
8001,2.32,Good,J,SI1,60.3,61.0,8.56,8.52,5.15,13654
442,0.71,Very Good,H,SI1,,57.0,5.65,5.61,3.55,2207
22033,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,790
21510,1.51,Premium,H,VVS1,60.6,60.0,7.4,7.42,4.49,12224
15150,1.5,Very Good,I,SI2,63.2,52.0,7.28,7.24,4.59,6115
18665,1.52,Premium,D,SI1,59.8,58.0,7.55,7.51,4.5,12823
